experiment,metric,baseline,p_value,significant
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0107421875,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.8828125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.9140625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.080078125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.90625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.546875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0322265625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.46875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.6875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0146484375,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.90625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.8125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0048828125,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.919921875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0419921875,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0068359375,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.919921875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.990234375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.5,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.9990234375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.7841796875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.65625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.890625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.9609375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.7578125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0068359375,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.7265625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.1796875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.8125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.751953125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.7265625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.99609375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.9990234375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.751953125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.9970703125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.919921875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.9345703125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.65234375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.9677734375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.994140625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.8984375,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.6015625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0419921875,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.8828125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.9921875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0048828125,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.578125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.71875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.97265625,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,1.0,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0068359375,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.9453125,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.9921875,False
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.37109375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.5,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.013671875,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.990234375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.9296875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.1796875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.787109375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.578125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.962890625,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.0546875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.24609375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.78125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.8388671875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.951171875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.5390625,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.7216796875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.5,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,full_information,1.0,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.919921875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.8623046875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.384765625,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.7841796875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.7841796875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.9345703125,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.9755859375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.919921875,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.615234375,False
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.3_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.9033203125,False
