experiment,metric,baseline,p_value,significant
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,full_information,0.9970703125,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,popularity,0.4228515625,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,full_information,0.7841796875,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,popularity,0.6875,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.001953125,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,full_information,0.8388671875,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,popularity,0.1796875,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,full_information,0.947265625,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,popularity,0.2734375,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,full_information,1.0,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,popularity,0.28515625,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,full_information,0.9990234375,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,popularity,0.615234375,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,full_information,0.947265625,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,popularity,0.1943359375,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,simple_markov,0.001953125,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0029296875,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,full_information,0.8388671875,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,popularity,0.5771484375,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,full_information,0.0966796875,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,popularity,0.0078125,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,full_information,0.9580078125,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,popularity,0.8125,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,full_information,0.6328125,False
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,popularity,0.037109375,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.3_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,full_information,0.990234375,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,popularity,0.4228515625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,full_information,1.0,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,popularity,0.5,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,full_information,0.9990234375,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,popularity,0.7216796875,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,full_information,0.9990234375,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,popularity,0.75390625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,full_information,0.9990234375,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,popularity,0.5390625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,full_information,0.8125,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,popularity,0.3125,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,full_information,0.9951171875,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,popularity,0.0419921875,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,full_information,0.9970703125,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,popularity,0.75390625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,full_information,0.9755859375,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,popularity,0.0029296875,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,full_information,1.0,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,popularity,0.34765625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,full_information,0.9033203125,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,popularity,0.5,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0419921875,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,full_information,0.9951171875,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,popularity,0.384765625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,full_information,0.947265625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,popularity,0.1611328125,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.001953125,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,full_information,0.947265625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,popularity,0.384765625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.001953125,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,full_information,0.615234375,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,popularity,0.080078125,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,simple_markov,0.001953125,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0029296875,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,full_information,0.8388671875,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,popularity,0.65234375,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0244140625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,full_information,0.75390625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,popularity,0.384765625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0029296875,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,full_information,0.986328125,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,popularity,0.8388671875,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0068359375,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,full_information,0.919921875,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,popularity,0.8388671875,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0048828125,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,full_information,0.5771484375,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,popularity,0.75390625,False
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-100_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
